"title","description","starter_code","test_cases","skill_tags","difficulty"
"Authentication Flow — Web/Backend #53","Implement token-based authentication for login and protected endpoints. Focus on correctness, security and edge cases.","from flask import Flask, request, jsonify
app = Flask(__name__)

@app.route('/')
def index():
    return jsonify({""status"":""ok""})

# implement endpoints

if __name__ == '__main__':
    app.run()","[{""input"": ""POST /posts?page=1"", ""output"": ""200 list""}, {""input"": ""POST /posts?page=1000"", ""output"": ""[]""}]","python,flask,api,web,security","medium"
"Rate Limiter — Web/Backend #54","Implement a simple in-memory rate limiter for API requests per IP. Focus on correctness, security and edge cases.","from flask import Flask, request, jsonify
app = Flask(__name__)

@app.route('/')
def index():
    return jsonify({""status"":""ok""})

# implement endpoints

if __name__ == '__main__':
    app.run()","[{""input"": ""POST /posts?page=1"", ""output"": ""200 list""}, {""input"": ""POST /posts?page=1000"", ""output"": ""[]""}]","python,flask,api,web,security","medium"
"Database Schema Design — Web/Backend #55","Design normalized schema for e-commerce orders and products. Focus on correctness, security and edge cases.","/* backend skeleton */
// implement service logic
","[{""input"": ""sample input"", ""output"": ""expected output""}]","web,backend,design","easy"
"Cache Invalidation — Web/Backend #56","Design cache strategy and demonstrate cache invalidation for product updates. Focus on correctness, security and edge cases.","/* backend skeleton */
// implement service logic
","[{""input"": ""sample input"", ""output"": ""expected output""}]","web,backend,design","easy"
"File Upload API — Web/Backend #57","Implement chunked file upload API that resumes after interruption. Focus on correctness, security and edge cases.","from flask import Flask, request, jsonify
app = Flask(__name__)

@app.route('/')
def index():
    return jsonify({""status"":""ok""})

# implement endpoints

if __name__ == '__main__':
    app.run()","[{""input"": ""POST /posts?page=1"", ""output"": ""200 list""}, {""input"": ""POST /posts?page=1000"", ""output"": ""[]""}]","python,flask,api,web,security","easy"
"Webhook Consumer — Web/Backend #58","Design webhook consumer that handles duplicates and retries. Focus on correctness, security and edge cases.","/* backend skeleton */
// implement service logic
","[{""input"": ""sample input"", ""output"": ""expected output""}]","web,backend,design","medium"
"GraphQL Basic Resolver — Web/Backend #59","Implement resolver for nested product reviews. Focus on correctness, security and edge cases.","# pseudo GraphQL resolver example
# implement resolver function
","[{""input"": ""product_id=1"", ""output"": ""reviews list""}]","graphql,api,web","medium"
"CI/CD Pipeline Script — Web/Backend #60","Write script to deploy a Flask app via Docker and a CI step. Focus on correctness, security and edge cases.","# Dockerfile + deploy script (outline)
# FROM python:3.10
","[{""input"": ""docker build"", ""output"": ""success""}]","devops,ci,cd,docker","easy"
"Design a RESTful Endpoint — Web/Backend #61","Design a REST API endpoint that paginates and returns JSON for posts. Focus on correctness, security and edge cases.","from flask import Flask, request, jsonify
app = Flask(__name__)

@app.route('/')
def index():
    return jsonify({""status"":""ok""})

# implement endpoints

if __name__ == '__main__':
    app.run()","[{""input"": ""POST /posts?page=1"", ""output"": ""200 list""}, {""input"": ""POST /posts?page=1000"", ""output"": ""[]""}]","python,flask,api,web,security","medium"
"SQL Join and Aggregation — Web/Backend #62","Write SQL query to compute monthly active users from events table. Focus on correctness, security and edge cases.","/* SQL */
-- write your SQL query below
-- Example table: events(user_id INT, event_time TIMESTAMP, event_type TEXT)
","[{""input"": ""sample events table"", ""output"": ""expected rows""}]","sql,databases,analytics","medium"
"Authentication Flow — Web/Backend #63","Implement token-based authentication for login and protected endpoints. Focus on correctness, security and edge cases.","from flask import Flask, request, jsonify
app = Flask(__name__)

@app.route('/')
def index():
    return jsonify({""status"":""ok""})

# implement endpoints

if __name__ == '__main__':
    app.run()","[{""input"": ""POST /posts?page=1"", ""output"": ""200 list""}, {""input"": ""POST /posts?page=1000"", ""output"": ""[]""}]","python,flask,api,web,security","hard"
"Rate Limiter — Web/Backend #64","Implement a simple in-memory rate limiter for API requests per IP. Focus on correctness, security and edge cases.","from flask import Flask, request, jsonify
app = Flask(__name__)

@app.route('/')
def index():
    return jsonify({""status"":""ok""})

# implement endpoints

if __name__ == '__main__':
    app.run()","[{""input"": ""POST /posts?page=1"", ""output"": ""200 list""}, {""input"": ""POST /posts?page=1000"", ""output"": ""[]""}]","python,flask,api,web,security","easy"
"Database Schema Design — Web/Backend #65","Design normalized schema for e-commerce orders and products. Focus on correctness, security and edge cases.","/* backend skeleton */
// implement service logic
","[{""input"": ""sample input"", ""output"": ""expected output""}]","web,backend,design","medium"
"Cache Invalidation — Web/Backend #66","Design cache strategy and demonstrate cache invalidation for product updates. Focus on correctness, security and edge cases.","/* backend skeleton */
// implement service logic
","[{""input"": ""sample input"", ""output"": ""expected output""}]","web,backend,design","easy"
"File Upload API — Web/Backend #67","Implement chunked file upload API that resumes after interruption. Focus on correctness, security and edge cases.","from flask import Flask, request, jsonify
app = Flask(__name__)

@app.route('/')
def index():
    return jsonify({""status"":""ok""})

# implement endpoints

if __name__ == '__main__':
    app.run()","[{""input"": ""POST /posts?page=1"", ""output"": ""200 list""}, {""input"": ""POST /posts?page=1000"", ""output"": ""[]""}]","python,flask,api,web,security","hard"
"Webhook Consumer — Web/Backend #68","Design webhook consumer that handles duplicates and retries. Focus on correctness, security and edge cases.","/* backend skeleton */
// implement service logic
","[{""input"": ""sample input"", ""output"": ""expected output""}]","web,backend,design","hard"
"GraphQL Basic Resolver — Web/Backend #69","Implement resolver for nested product reviews. Focus on correctness, security and edge cases.","# pseudo GraphQL resolver example
# implement resolver function
","[{""input"": ""product_id=1"", ""output"": ""reviews list""}]","graphql,api,web","easy"
"CI/CD Pipeline Script — Web/Backend #70","Write script to deploy a Flask app via Docker and a CI step. Focus on correctness, security and edge cases.","# Dockerfile + deploy script (outline)
# FROM python:3.10
","[{""input"": ""docker build"", ""output"": ""success""}]","devops,ci,cd,docker","medium"
"Design a RESTful Endpoint — Web/Backend #71","Design a REST API endpoint that paginates and returns JSON for posts. Focus on correctness, security and edge cases.","from flask import Flask, request, jsonify
app = Flask(__name__)

@app.route('/')
def index():
    return jsonify({""status"":""ok""})

# implement endpoints

if __name__ == '__main__':
    app.run()","[{""input"": ""POST /posts?page=1"", ""output"": ""200 list""}, {""input"": ""POST /posts?page=1000"", ""output"": ""[]""}]","python,flask,api,web,security","easy"
"SQL Join and Aggregation — Web/Backend #72","Write SQL query to compute monthly active users from events table. Focus on correctness, security and edge cases.","/* SQL */
-- write your SQL query below
-- Example table: events(user_id INT, event_time TIMESTAMP, event_type TEXT)
","[{""input"": ""sample events table"", ""output"": ""expected rows""}]","sql,databases,analytics","medium"
"Authentication Flow — Web/Backend #73","Implement token-based authentication for login and protected endpoints. Focus on correctness, security and edge cases.","from flask import Flask, request, jsonify
app = Flask(__name__)

@app.route('/')
def index():
    return jsonify({""status"":""ok""})

# implement endpoints

if __name__ == '__main__':
    app.run()","[{""input"": ""POST /posts?page=1"", ""output"": ""200 list""}, {""input"": ""POST /posts?page=1000"", ""output"": ""[]""}]","python,flask,api,web,security","medium"
"Rate Limiter — Web/Backend #74","Implement a simple in-memory rate limiter for API requests per IP. Focus on correctness, security and edge cases.","from flask import Flask, request, jsonify
app = Flask(__name__)

@app.route('/')
def index():
    return jsonify({""status"":""ok""})

# implement endpoints

if __name__ == '__main__':
    app.run()","[{""input"": ""POST /posts?page=1"", ""output"": ""200 list""}, {""input"": ""POST /posts?page=1000"", ""output"": ""[]""}]","python,flask,api,web,security","medium"
"Database Schema Design — Web/Backend #75","Design normalized schema for e-commerce orders and products. Focus on correctness, security and edge cases.","/* backend skeleton */
// implement service logic
","[{""input"": ""sample input"", ""output"": ""expected output""}]","web,backend,design","medium"
"Cache Invalidation — Web/Backend #76","Design cache strategy and demonstrate cache invalidation for product updates. Focus on correctness, security and edge cases.","/* backend skeleton */
// implement service logic
","[{""input"": ""sample input"", ""output"": ""expected output""}]","web,backend,design","medium"
"File Upload API — Web/Backend #77","Implement chunked file upload API that resumes after interruption. Focus on correctness, security and edge cases.","from flask import Flask, request, jsonify
app = Flask(__name__)

@app.route('/')
def index():
    return jsonify({""status"":""ok""})

# implement endpoints

if __name__ == '__main__':
    app.run()","[{""input"": ""POST /posts?page=1"", ""output"": ""200 list""}, {""input"": ""POST /posts?page=1000"", ""output"": ""[]""}]","python,flask,api,web,security","medium"
"Webhook Consumer — Web/Backend #78","Design webhook consumer that handles duplicates and retries. Focus on correctness, security and edge cases.","/* backend skeleton */
// implement service logic
","[{""input"": ""sample input"", ""output"": ""expected output""}]","web,backend,design","hard"
"GraphQL Basic Resolver — Web/Backend #79","Implement resolver for nested product reviews. Focus on correctness, security and edge cases.","# pseudo GraphQL resolver example
# implement resolver function
","[{""input"": ""product_id=1"", ""output"": ""reviews list""}]","graphql,api,web","easy"
"CI/CD Pipeline Script — Web/Backend #80","Write script to deploy a Flask app via Docker and a CI step. Focus on correctness, security and edge cases.","# Dockerfile + deploy script (outline)
# FROM python:3.10
","[{""input"": ""docker build"", ""output"": ""success""}]","devops,ci,cd,docker","medium"
"Design a RESTful Endpoint — Web/Backend #81","Design a REST API endpoint that paginates and returns JSON for posts. Focus on correctness, security and edge cases.","from flask import Flask, request, jsonify
app = Flask(__name__)

@app.route('/')
def index():
    return jsonify({""status"":""ok""})

# implement endpoints

if __name__ == '__main__':
    app.run()","[{""input"": ""POST /posts?page=1"", ""output"": ""200 list""}, {""input"": ""POST /posts?page=1000"", ""output"": ""[]""}]","python,flask,api,web,security","hard"
"SQL Join and Aggregation — Web/Backend #82","Write SQL query to compute monthly active users from events table. Focus on correctness, security and edge cases.","/* SQL */
-- write your SQL query below
-- Example table: events(user_id INT, event_time TIMESTAMP, event_type TEXT)
","[{""input"": ""sample events table"", ""output"": ""expected rows""}]","sql,databases,analytics","easy"
"Authentication Flow — Web/Backend #83","Implement token-based authentication for login and protected endpoints. Focus on correctness, security and edge cases.","from flask import Flask, request, jsonify
app = Flask(__name__)

@app.route('/')
def index():
    return jsonify({""status"":""ok""})

# implement endpoints

if __name__ == '__main__':
    app.run()","[{""input"": ""POST /posts?page=1"", ""output"": ""200 list""}, {""input"": ""POST /posts?page=1000"", ""output"": ""[]""}]","python,flask,api,web,security","easy"
"Rate Limiter — Web/Backend #84","Implement a simple in-memory rate limiter for API requests per IP. Focus on correctness, security and edge cases.","from flask import Flask, request, jsonify
app = Flask(__name__)

@app.route('/')
def index():
    return jsonify({""status"":""ok""})

# implement endpoints

if __name__ == '__main__':
    app.run()","[{""input"": ""POST /posts?page=1"", ""output"": ""200 list""}, {""input"": ""POST /posts?page=1000"", ""output"": ""[]""}]","python,flask,api,web,security","easy"
"Database Schema Design — Web/Backend #85","Design normalized schema for e-commerce orders and products. Focus on correctness, security and edge cases.","/* backend skeleton */
// implement service logic
","[{""input"": ""sample input"", ""output"": ""expected output""}]","web,backend,design","hard"
"Cache Invalidation — Web/Backend #86","Design cache strategy and demonstrate cache invalidation for product updates. Focus on correctness, security and edge cases.","/* backend skeleton */
// implement service logic
","[{""input"": ""sample input"", ""output"": ""expected output""}]","web,backend,design","medium"
"File Upload API — Web/Backend #87","Implement chunked file upload API that resumes after interruption. Focus on correctness, security and edge cases.","from flask import Flask, request, jsonify
app = Flask(__name__)

@app.route('/')
def index():
    return jsonify({""status"":""ok""})

# implement endpoints

if __name__ == '__main__':
    app.run()","[{""input"": ""POST /posts?page=1"", ""output"": ""200 list""}, {""input"": ""POST /posts?page=1000"", ""output"": ""[]""}]","python,flask,api,web,security","medium"
"Webhook Consumer — Web/Backend #88","Design webhook consumer that handles duplicates and retries. Focus on correctness, security and edge cases.","/* backend skeleton */
// implement service logic
","[{""input"": ""sample input"", ""output"": ""expected output""}]","web,backend,design","medium"
"GraphQL Basic Resolver — Web/Backend #89","Implement resolver for nested product reviews. Focus on correctness, security and edge cases.","# pseudo GraphQL resolver example
# implement resolver function
","[{""input"": ""product_id=1"", ""output"": ""reviews list""}]","graphql,api,web","medium"
"CI/CD Pipeline Script — Web/Backend #90","Write script to deploy a Flask app via Docker and a CI step. Focus on correctness, security and edge cases.","# Dockerfile + deploy script (outline)
# FROM python:3.10
","[{""input"": ""docker build"", ""output"": ""success""}]","devops,ci,cd,docker","hard"
"Design a RESTful Endpoint — Web/Backend #91","Design a REST API endpoint that paginates and returns JSON for posts. Focus on correctness, security and edge cases.","from flask import Flask, request, jsonify
app = Flask(__name__)

@app.route('/')
def index():
    return jsonify({""status"":""ok""})

# implement endpoints

if __name__ == '__main__':
    app.run()","[{""input"": ""POST /posts?page=1"", ""output"": ""200 list""}, {""input"": ""POST /posts?page=1000"", ""output"": ""[]""}]","python,flask,api,web,security","medium"
"SQL Join and Aggregation — Web/Backend #92","Write SQL query to compute monthly active users from events table. Focus on correctness, security and edge cases.","/* SQL */
-- write your SQL query below
-- Example table: events(user_id INT, event_time TIMESTAMP, event_type TEXT)
","[{""input"": ""sample events table"", ""output"": ""expected rows""}]","sql,databases,analytics","medium"
"Authentication Flow — Web/Backend #93","Implement token-based authentication for login and protected endpoints. Focus on correctness, security and edge cases.","from flask import Flask, request, jsonify
app = Flask(__name__)

@app.route('/')
def index():
    return jsonify({""status"":""ok""})

# implement endpoints

if __name__ == '__main__':
    app.run()","[{""input"": ""POST /posts?page=1"", ""output"": ""200 list""}, {""input"": ""POST /posts?page=1000"", ""output"": ""[]""}]","python,flask,api,web,security","medium"
"Rate Limiter — Web/Backend #94","Implement a simple in-memory rate limiter for API requests per IP. Focus on correctness, security and edge cases.","from flask import Flask, request, jsonify
app = Flask(__name__)

@app.route('/')
def index():
    return jsonify({""status"":""ok""})

# implement endpoints

if __name__ == '__main__':
    app.run()","[{""input"": ""POST /posts?page=1"", ""output"": ""200 list""}, {""input"": ""POST /posts?page=1000"", ""output"": ""[]""}]","python,flask,api,web,security","medium"
"Database Schema Design — Web/Backend #95","Design normalized schema for e-commerce orders and products. Focus on correctness, security and edge cases.","/* backend skeleton */
// implement service logic
","[{""input"": ""sample input"", ""output"": ""expected output""}]","web,backend,design","medium"
"Cache Invalidation — Web/Backend #96","Design cache strategy and demonstrate cache invalidation for product updates. Focus on correctness, security and edge cases.","/* backend skeleton */
// implement service logic
","[{""input"": ""sample input"", ""output"": ""expected output""}]","web,backend,design","hard"
"File Upload API — Web/Backend #97","Implement chunked file upload API that resumes after interruption. Focus on correctness, security and edge cases.","from flask import Flask, request, jsonify
app = Flask(__name__)

@app.route('/')
def index():
    return jsonify({""status"":""ok""})

# implement endpoints

if __name__ == '__main__':
    app.run()","[{""input"": ""POST /posts?page=1"", ""output"": ""200 list""}, {""input"": ""POST /posts?page=1000"", ""output"": ""[]""}]","python,flask,api,web,security","easy"
"Webhook Consumer — Web/Backend #98","Design webhook consumer that handles duplicates and retries. Focus on correctness, security and edge cases.","/* backend skeleton */
// implement service logic
","[{""input"": ""sample input"", ""output"": ""expected output""}]","web,backend,design","easy"
"GraphQL Basic Resolver — Web/Backend #99","Implement resolver for nested product reviews. Focus on correctness, security and edge cases.","# pseudo GraphQL resolver example
# implement resolver function
","[{""input"": ""product_id=1"", ""output"": ""reviews list""}]","graphql,api,web","medium"
"CI/CD Pipeline Script — Web/Backend #100","Write script to deploy a Flask app via Docker and a CI step. Focus on correctness, security and edge cases.","# Dockerfile + deploy script (outline)
# FROM python:3.10
","[{""input"": ""docker build"", ""output"": ""success""}]","devops,ci,cd,docker","medium"
"Data Cleaning Pipeline — Data/ML #1","Given raw CSV with missing values and inconsistent types, design cleaning steps and implement them. Provide code + explanation and complexity where applicable.","import pandas as pd
from sklearn.model_selection import train_test_split

def solve(path_to_csv):
    # load and implement
    pass

if __name__ == '__main__':
    pass","[{""input"": ""sample.csv"", ""output"": ""metrics_or_output""}]","python,pandas,ml,data-engineering,sklearn","hard"
"Feature Engineering — Data/ML #2","Create features for time-series forecasting using lag and rolling stats. Provide code + explanation and complexity where applicable.","import pandas as pd
from sklearn.model_selection import train_test_split

def solve(path_to_csv):
    # load and implement
    pass

if __name__ == '__main__':
    pass","[{""input"": ""sample.csv"", ""output"": ""metrics_or_output""}]","python,pandas,ml,data-engineering,sklearn","easy"
"Train/Test Split & Leakage — Data/ML #3","Explain and implement correct train/test split to avoid leakage. Provide code + explanation and complexity where applicable.","import pandas as pd
from sklearn.model_selection import train_test_split

def solve(path_to_csv):
    # load and implement
    pass

if __name__ == '__main__':
    pass","[{""input"": ""sample.csv"", ""output"": ""metrics_or_output""}]","python,pandas,ml,data-engineering,sklearn","medium"
"Train a Classifier — Data/ML #4","Train a binary classifier and return precision/recall on test set. Provide code + explanation and complexity where applicable.","import pandas as pd
from sklearn.model_selection import train_test_split

def solve(path_to_csv):
    # load and implement
    pass

if __name__ == '__main__':
    pass","[{""input"": ""sample.csv"", ""output"": ""metrics_or_output""}]","python,pandas,ml,data-engineering,sklearn","easy"
"Hyperparameter Search — Data/ML #5","Implement grid search or randomized search to tune model hyperparameters. Provide code + explanation and complexity where applicable.","import pandas as pd
from sklearn.model_selection import train_test_split

def solve(path_to_csv):
    # load and implement
    pass

if __name__ == '__main__':
    pass","[{""input"": ""sample.csv"", ""output"": ""metrics_or_output""}]","python,pandas,ml,data-engineering,sklearn","easy"
"SQL for ETL — Data/ML #6","Write SQL to transform raw events into a user-level aggregated table. Provide code + explanation and complexity where applicable.","import pandas as pd
from sklearn.model_selection import train_test_split

def solve(path_to_csv):
    # load and implement
    pass

if __name__ == '__main__':
    pass","[{""input"": ""sample.csv"", ""output"": ""metrics_or_output""}]","python,pandas,ml,data-engineering,sklearn","hard"
"Batch Inference — Data/ML #7","Design batch inference pipeline that scales for 1M records. Provide code + explanation and complexity where applicable.","import pandas as pd
from sklearn.model_selection import train_test_split

def solve(path_to_csv):
    # load and implement
    pass

if __name__ == '__main__':
    pass","[{""input"": ""sample.csv"", ""output"": ""metrics_or_output""}]","python,pandas,ml,data-engineering,sklearn","easy"
"Model Explainability — Data/ML #8","Generate SHAP-style explanations for model predictions. Provide code + explanation and complexity where applicable.","import pandas as pd
from sklearn.model_selection import train_test_split

def solve(path_to_csv):
    # load and implement
    pass

if __name__ == '__main__':
    pass","[{""input"": ""sample.csv"", ""output"": ""metrics_or_output""}]","python,pandas,ml,data-engineering,sklearn","easy"
"Data Schema Migration — Data/ML #9","Plan and write migration to update column types safely. Provide code + explanation and complexity where applicable.","import pandas as pd
from sklearn.model_selection import train_test_split

def solve(path_to_csv):
    # load and implement
    pass

if __name__ == '__main__':
    pass","[{""input"": ""sample.csv"", ""output"": ""metrics_or_output""}]","python,pandas,ml,data-engineering,sklearn","easy"
"Anomaly Detection — Data/ML #10","Implement simple statistical anomaly detector for sensor data. Provide code + explanation and complexity where applicable.","import pandas as pd
from sklearn.model_selection import train_test_split

def solve(path_to_csv):
    # load and implement
    pass

if __name__ == '__main__':
    pass","[{""input"": ""sample.csv"", ""output"": ""metrics_or_output""}]","python,pandas,ml,data-engineering,sklearn","hard"
"Data Cleaning Pipeline — Data/ML #11","Given raw CSV with missing values and inconsistent types, design cleaning steps and implement them. Provide code + explanation and complexity where applicable.","import pandas as pd
from sklearn.model_selection import train_test_split

def solve(path_to_csv):
    # load and implement
    pass

if __name__ == '__main__':
    pass","[{""input"": ""sample.csv"", ""output"": ""metrics_or_output""}]","python,pandas,ml,data-engineering,sklearn","easy"
"Feature Engineering — Data/ML #12","Create features for time-series forecasting using lag and rolling stats. Provide code + explanation and complexity where applicable.","import pandas as pd
from sklearn.model_selection import train_test_split

def solve(path_to_csv):
    # load and implement
    pass

if __name__ == '__main__':
    pass","[{""input"": ""sample.csv"", ""output"": ""metrics_or_output""}]","python,pandas,ml,data-engineering,sklearn","easy"
"Train/Test Split & Leakage — Data/ML #13","Explain and implement correct train/test split to avoid leakage. Provide code + explanation and complexity where applicable.","import pandas as pd
from sklearn.model_selection import train_test_split

def solve(path_to_csv):
    # load and implement
    pass

if __name__ == '__main__':
    pass","[{""input"": ""sample.csv"", ""output"": ""metrics_or_output""}]","python,pandas,ml,data-engineering,sklearn","medium"
"Train a Classifier — Data/ML #14","Train a binary classifier and return precision/recall on test set. Provide code + explanation and complexity where applicable.","import pandas as pd
from sklearn.model_selection import train_test_split

def solve(path_to_csv):
    # load and implement
    pass

if __name__ == '__main__':
    pass","[{""input"": ""sample.csv"", ""output"": ""metrics_or_output""}]","python,pandas,ml,data-engineering,sklearn","medium"
"Hyperparameter Search — Data/ML #15","Implement grid search or randomized search to tune model hyperparameters. Provide code + explanation and complexity where applicable.","import pandas as pd
from sklearn.model_selection import train_test_split

def solve(path_to_csv):
    # load and implement
    pass

if __name__ == '__main__':
    pass","[{""input"": ""sample.csv"", ""output"": ""metrics_or_output""}]","python,pandas,ml,data-engineering,sklearn","medium"
"SQL for ETL — Data/ML #16","Write SQL to transform raw events into a user-level aggregated table. Provide code + explanation and complexity where applicable.","import pandas as pd
from sklearn.model_selection import train_test_split

def solve(path_to_csv):
    # load and implement
    pass

if __name__ == '__main__':
    pass","[{""input"": ""sample.csv"", ""output"": ""metrics_or_output""}]","python,pandas,ml,data-engineering,sklearn","medium"
"Batch Inference — Data/ML #17","Design batch inference pipeline that scales for 1M records. Provide code + explanation and complexity where applicable.","import pandas as pd
from sklearn.model_selection import train_test_split

def solve(path_to_csv):
    # load and implement
    pass

if __name__ == '__main__':
    pass","[{""input"": ""sample.csv"", ""output"": ""metrics_or_output""}]","python,pandas,ml,data-engineering,sklearn","medium"
"Model Explainability — Data/ML #18","Generate SHAP-style explanations for model predictions. Provide code + explanation and complexity where applicable.","import pandas as pd
from sklearn.model_selection import train_test_split

def solve(path_to_csv):
    # load and implement
    pass

if __name__ == '__main__':
    pass","[{""input"": ""sample.csv"", ""output"": ""metrics_or_output""}]","python,pandas,ml,data-engineering,sklearn","easy"
"Data Schema Migration — Data/ML #19","Plan and write migration to update column types safely. Provide code + explanation and complexity where applicable.","import pandas as pd
from sklearn.model_selection import train_test_split

def solve(path_to_csv):
    # load and implement
    pass

if __name__ == '__main__':
    pass","[{""input"": ""sample.csv"", ""output"": ""metrics_or_output""}]","python,pandas,ml,data-engineering,sklearn","medium"
"Anomaly Detection — Data/ML #20","Implement simple statistical anomaly detector for sensor data. Provide code + explanation and complexity where applicable.","import pandas as pd
from sklearn.model_selection import train_test_split

def solve(path_to_csv):
    # load and implement
    pass

if __name__ == '__main__':
    pass","[{""input"": ""sample.csv"", ""output"": ""metrics_or_output""}]","python,pandas,ml,data-engineering,sklearn","hard"
"Data Cleaning Pipeline — Data/ML #21","Given raw CSV with missing values and inconsistent types, design cleaning steps and implement them. Provide code + explanation and complexity where applicable.","import pandas as pd
from sklearn.model_selection import train_test_split

def solve(path_to_csv):
    # load and implement
    pass

if __name__ == '__main__':
    pass","[{""input"": ""sample.csv"", ""output"": ""metrics_or_output""}]","python,pandas,ml,data-engineering,sklearn","hard"
"Feature Engineering — Data/ML #22","Create features for time-series forecasting using lag and rolling stats. Provide code + explanation and complexity where applicable.","import pandas as pd
from sklearn.model_selection import train_test_split

def solve(path_to_csv):
    # load and implement
    pass

if __name__ == '__main__':
    pass","[{""input"": ""sample.csv"", ""output"": ""metrics_or_output""}]","python,pandas,ml,data-engineering,sklearn","medium"
"Train/Test Split & Leakage — Data/ML #23","Explain and implement correct train/test split to avoid leakage. Provide code + explanation and complexity where applicable.","import pandas as pd
from sklearn.model_selection import train_test_split

def solve(path_to_csv):
    # load and implement
    pass

if __name__ == '__main__':
    pass","[{""input"": ""sample.csv"", ""output"": ""metrics_or_output""}]","python,pandas,ml,data-engineering,sklearn","medium"
"Train a Classifier — Data/ML #24","Train a binary classifier and return precision/recall on test set. Provide code + explanation and complexity where applicable.","import pandas as pd
from sklearn.model_selection import train_test_split

def solve(path_to_csv):
    # load and implement
    pass

if __name__ == '__main__':
    pass","[{""input"": ""sample.csv"", ""output"": ""metrics_or_output""}]","python,pandas,ml,data-engineering,sklearn","medium"
"Hyperparameter Search — Data/ML #25","Implement grid search or randomized search to tune model hyperparameters. Provide code + explanation and complexity where applicable.","import pandas as pd
from sklearn.model_selection import train_test_split

def solve(path_to_csv):
    # load and implement
    pass

if __name__ == '__main__':
    pass","[{""input"": ""sample.csv"", ""output"": ""metrics_or_output""}]","python,pandas,ml,data-engineering,sklearn","hard"
"SQL for ETL — Data/ML #26","Write SQL to transform raw events into a user-level aggregated table. Provide code + explanation and complexity where applicable.","import pandas as pd
from sklearn.model_selection import train_test_split

def solve(path_to_csv):
    # load and implement
    pass

if __name__ == '__main__':
    pass","[{""input"": ""sample.csv"", ""output"": ""metrics_or_output""}]","python,pandas,ml,data-engineering,sklearn","hard"
"Batch Inference — Data/ML #27","Design batch inference pipeline that scales for 1M records. Provide code + explanation and complexity where applicable.","import pandas as pd
from sklearn.model_selection import train_test_split

def solve(path_to_csv):
    # load and implement
    pass

if __name__ == '__main__':
    pass","[{""input"": ""sample.csv"", ""output"": ""metrics_or_output""}]","python,pandas,ml,data-engineering,sklearn","easy"
"Model Explainability — Data/ML #28","Generate SHAP-style explanations for model predictions. Provide code + explanation and complexity where applicable.","import pandas as pd
from sklearn.model_selection import train_test_split

def solve(path_to_csv):
    # load and implement
    pass

if __name__ == '__main__':
    pass","[{""input"": ""sample.csv"", ""output"": ""metrics_or_output""}]","python,pandas,ml,data-engineering,sklearn","medium"
"Data Schema Migration — Data/ML #29","Plan and write migration to update column types safely. Provide code + explanation and complexity where applicable.","import pandas as pd
from sklearn.model_selection import train_test_split

def solve(path_to_csv):
    # load and implement
    pass

if __name__ == '__main__':
    pass","[{""input"": ""sample.csv"", ""output"": ""metrics_or_output""}]","python,pandas,ml,data-engineering,sklearn","hard"
"Anomaly Detection — Data/ML #30","Implement simple statistical anomaly detector for sensor data. Provide code + explanation and complexity where applicable.","import pandas as pd
from sklearn.model_selection import train_test_split

def solve(path_to_csv):
    # load and implement
    pass

if __name__ == '__main__':
    pass","[{""input"": ""sample.csv"", ""output"": ""metrics_or_output""}]","python,pandas,ml,data-engineering,sklearn","medium"
"Data Cleaning Pipeline — Data/ML #31","Given raw CSV with missing values and inconsistent types, design cleaning steps and implement them. Provide code + explanation and complexity where applicable.","import pandas as pd
from sklearn.model_selection import train_test_split

def solve(path_to_csv):
    # load and implement
    pass

if __name__ == '__main__':
    pass","[{""input"": ""sample.csv"", ""output"": ""metrics_or_output""}]","python,pandas,ml,data-engineering,sklearn","easy"
"Feature Engineering — Data/ML #32","Create features for time-series forecasting using lag and rolling stats. Provide code + explanation and complexity where applicable.","import pandas as pd
from sklearn.model_selection import train_test_split

def solve(path_to_csv):
    # load and implement
    pass

if __name__ == '__main__':
    pass","[{""input"": ""sample.csv"", ""output"": ""metrics_or_output""}]","python,pandas,ml,data-engineering,sklearn","easy"
"Train/Test Split & Leakage — Data/ML #33","Explain and implement correct train/test split to avoid leakage. Provide code + explanation and complexity where applicable.","import pandas as pd
from sklearn.model_selection import train_test_split

def solve(path_to_csv):
    # load and implement
    pass

if __name__ == '__main__':
    pass","[{""input"": ""sample.csv"", ""output"": ""metrics_or_output""}]","python,pandas,ml,data-engineering,sklearn","medium"
"Train a Classifier — Data/ML #34","Train a binary classifier and return precision/recall on test set. Provide code + explanation and complexity where applicable.","import pandas as pd
from sklearn.model_selection import train_test_split

def solve(path_to_csv):
    # load and implement
    pass

if __name__ == '__main__':
    pass","[{""input"": ""sample.csv"", ""output"": ""metrics_or_output""}]","python,pandas,ml,data-engineering,sklearn","hard"
"Hyperparameter Search — Data/ML #35","Implement grid search or randomized search to tune model hyperparameters. Provide code + explanation and complexity where applicable.","import pandas as pd
from sklearn.model_selection import train_test_split

def solve(path_to_csv):
    # load and implement
    pass

if __name__ == '__main__':
    pass","[{""input"": ""sample.csv"", ""output"": ""metrics_or_output""}]","python,pandas,ml,data-engineering,sklearn","medium"
