title,description,starter_code,test_cases,skill_tags,difficulty
Web Problem — 21fb,Write a web function to solve a realistic interview challenge. Include edge-case handling and O(n) complexity where possible.,"public class Solution {
    public static void main(String[] args) {
        // code
    }
}","[{""input"": ""2 3"", ""output"": ""5""}]","web,analytics,pandas,linux,git,deployment,api,backend",medium
Ml Problem — c0bb,Write a ml function to solve a realistic interview challenge. Include edge-case handling and O(n) complexity where possible.,"public class Solution {
    public static void main(String[] args) {
        // code
    }
}","[{""input"": ""2 3"", ""output"": ""5""}]","python,ml,sql,flask,django,api,c,java",hard
Data Structures Problem — 0367,Write a data structures function to solve a realistic interview challenge. Include edge-case handling and O(n) complexity where possible.,"public class Solution {
    public static void main(String[] args) {
        // code
    }
}","[{""input"": ""2 3"", ""output"": ""5""}]","dsa,algorithm,logic,data structures,arrays,strings,recursion",medium
Sql Problem — 3aa0,Write a sql function to solve a realistic interview challenge. Include edge-case handling and O(n) complexity where possible.,"public class Solution {
    public static void main(String[] args) {
        // code
    }
}","[{""input"": ""2 3"", ""output"": ""5""}]","python,ml,sql,flask,django,api,c,java",hard
Python Problem — 57e7,Write a python function to solve a realistic interview challenge. Include edge-case handling and O(n) complexity where possible.,"def solution():
    pass","[{""input"": ""2 3"", ""output"": ""5""}]","python,ml,sql,flask,django,api,c,java",hard
C Problem — 351b,Write a c function to solve a realistic interview challenge. Include edge-case handling and O(n) complexity where possible.,"public class Solution {
    public static void main(String[] args) {
        // code
    }
}","[{""input"": ""2 3"", ""output"": ""5""}]","python,ml,sql,flask,django,api,c,java",easy
Arrays Problem — de44,Write a arrays function to solve a realistic interview challenge. Include edge-case handling and O(n) complexity where possible.,"public class Solution {
    public static void main(String[] args) {
        // code
    }
}","[{""input"": ""2 3"", ""output"": ""5""}]","dsa,algorithm,logic,data structures,arrays,strings,recursion",hard
Java Problem — ef32,Write a java function to solve a realistic interview challenge. Include edge-case handling and O(n) complexity where possible.,"public class Solution {
    public static void main(String[] args) {
        // code
    }
}","[{""input"": ""2 3"", ""output"": ""5""}]","python,ml,sql,flask,django,api,c,java",easy
Web Problem — 91cd,Write a web function to solve a realistic interview challenge. Include edge-case handling and O(n) complexity where possible.,"public class Solution {
    public static void main(String[] args) {
        // code
    }
}","[{""input"": ""2 3"", ""output"": ""5""}]","web,analytics,pandas,linux,git,deployment,api,backend",hard
Dsa Problem — aa53,Write a dsa function to solve a realistic interview challenge. Include edge-case handling and O(n) complexity where possible.,"public class Solution {
    public static void main(String[] args) {
        // code
    }
}","[{""input"": ""2 3"", ""output"": ""5""}]","dsa,algorithm,logic,data structures,arrays,strings,recursion",hard
Logic Problem — 6386,Write a logic function to solve a realistic interview challenge. Include edge-case handling and O(n) complexity where possible.,"public class Solution {
    public static void main(String[] args) {
        // code
    }
}","[{""input"": ""2 3"", ""output"": ""5""}]","dsa,algorithm,logic,data structures,arrays,strings,recursion",easy
Api Problem — a2c4,Write a api function to solve a realistic interview challenge. Include edge-case handling and O(n) complexity where possible.,"public class Solution {
    public static void main(String[] args) {
        // code
    }
}","[{""input"": ""2 3"", ""output"": ""5""}]","python,ml,sql,flask,django,api,c,java",easy
Recursion Problem — 7862,Write a recursion function to solve a realistic interview challenge. Include edge-case handling and O(n) complexity where possible.,"public class Solution {
    public static void main(String[] args) {
        // code
    }
}","[{""input"": ""2 3"", ""output"": ""5""}]","dsa,algorithm,logic,data structures,arrays,strings,recursion",easy
Algorithm Problem — b8bd,Write a algorithm function to solve a realistic interview challenge. Include edge-case handling and O(n) complexity where possible.,"public class Solution {
    public static void main(String[] args) {
        // code
    }
}","[{""input"": ""2 3"", ""output"": ""5""}]","dsa,algorithm,logic,data structures,arrays,strings,recursion",easy
Strings Problem — 0f4e,Write a strings function to solve a realistic interview challenge. Include edge-case handling and O(n) complexity where possible.,"public class Solution {
    public static void main(String[] args) {
        // code
    }
}","[{""input"": ""2 3"", ""output"": ""5""}]","dsa,algorithm,logic,data structures,arrays,strings,recursion",easy
Recursion Problem — bb6e,Write a recursion function to solve a realistic interview challenge. Include edge-case handling and O(n) complexity where possible.,"public class Solution {
    public static void main(String[] args) {
        // code
    }
}","[{""input"": ""2 3"", ""output"": ""5""}]","dsa,algorithm,logic,data structures,arrays,strings,recursion",hard
Recursion Problem — 0df8,Write a recursion function to solve a realistic interview challenge. Include edge-case handling and O(n) complexity where possible.,"public class Solution {
    public static void main(String[] args) {
        // code
    }
}","[{""input"": ""2 3"", ""output"": ""5""}]","dsa,algorithm,logic,data structures,arrays,strings,recursion",medium
Strings Problem — 3933,Write a strings function to solve a realistic interview challenge. Include edge-case handling and O(n) complexity where possible.,"public class Solution {
    public static void main(String[] args) {
        // code
    }
}","[{""input"": ""2 3"", ""output"": ""5""}]","dsa,algorithm,logic,data structures,arrays,strings,recursion",easy
Recursion Problem — fa76,Write a recursion function to solve a realistic interview challenge. Include edge-case handling and O(n) complexity where possible.,"public class Solution {
    public static void main(String[] args) {
        // code
    }
}","[{""input"": ""2 3"", ""output"": ""5""}]","dsa,algorithm,logic,data structures,arrays,strings,recursion",hard
Logic Problem — 5938,Write a logic function to solve a realistic interview challenge. Include edge-case handling and O(n) complexity where possible.,"public class Solution {
    public static void main(String[] args) {
        // code
    }
}","[{""input"": ""2 3"", ""output"": ""5""}]","dsa,algorithm,logic,data structures,arrays,strings,recursion",medium
Dsa Problem — e3ba,Write a dsa function to solve a realistic interview challenge. Include edge-case handling and O(n) complexity where possible.,"public class Solution {
    public static void main(String[] args) {
        // code
    }
}","[{""input"": ""2 3"", ""output"": ""5""}]","dsa,algorithm,logic,data structures,arrays,strings,recursion",easy
Recursion Problem — 446d,Write a recursion function to solve a realistic interview challenge. Include edge-case handling and O(n) complexity where possible.,"public class Solution {
    public static void main(String[] args) {
        // code
    }
}","[{""input"": ""2 3"", ""output"": ""5""}]","dsa,algorithm,logic,data structures,arrays,strings,recursion",hard
C Pointer Exercise — Mixed #1,Manipulate pointers to reverse a string in-place. Provide a concise but production-ready solution and edge-case handling.,"/* C example */
#include <stdio.h>
#include <string.h>

void reverse(char *s) {
    // implement
}

int main() {
    return 0;
}","[{""input"": ""input sample"", ""output"": ""expected sample""}]","['c', 'c_programming', 'low-level', 'debugging']",medium
Ml Problem — 593b,Write a ml function to solve a realistic interview challenge. Include edge-case handling and O(n) complexity where possible.,"public class Solution {
    public static void main(String[] args) {
        // code
    }
}","[{""input"": ""2 3"", ""output"": ""5""}]","python,ml,sql,flask,django,api,c,java",easy
Python Problem — f516,Write a python function to solve a realistic interview challenge. Include edge-case handling and O(n) complexity where possible.,"def solution():
    pass","[{""input"": ""2 3"", ""output"": ""5""}]","python,ml,sql,flask,django,api,c,java",easy
Algorithm Problem — ae07,Write a algorithm function to solve a realistic interview challenge. Include edge-case handling and O(n) complexity where possible.,"public class Solution {
    public static void main(String[] args) {
        // code
    }
}","[{""input"": ""2 3"", ""output"": ""5""}]","dsa,algorithm,logic,data structures,arrays,strings,recursion",medium
Arrays Problem — 7f57,Write a arrays function to solve a realistic interview challenge. Include edge-case handling and O(n) complexity where possible.,"public class Solution {
    public static void main(String[] args) {
        // code
    }
}","[{""input"": ""2 3"", ""output"": ""5""}]","dsa,algorithm,logic,data structures,arrays,strings,recursion",easy
Backend Problem — 0596,Write a backend function to solve a realistic interview challenge. Include edge-case handling and O(n) complexity where possible.,"public class Solution {
    public static void main(String[] args) {
        // code
    }
}","[{""input"": ""2 3"", ""output"": ""5""}]","web,analytics,pandas,linux,git,deployment,api,backend",hard
Recursion Problem — 781a,Write a recursion function to solve a realistic interview challenge. Include edge-case handling and O(n) complexity where possible.,"public class Solution {
    public static void main(String[] args) {
        // code
    }
}","[{""input"": ""2 3"", ""output"": ""5""}]","dsa,algorithm,logic,data structures,arrays,strings,recursion",hard
Sql Problem — 3d60,Write a sql function to solve a realistic interview challenge. Include edge-case handling and O(n) complexity where possible.,"public class Solution {
    public static void main(String[] args) {
        // code
    }
}","[{""input"": ""2 3"", ""output"": ""5""}]","python,ml,sql,flask,django,api,c,java",hard
Api Problem — d3fc,Write a api function to solve a realistic interview challenge. Include edge-case handling and O(n) complexity where possible.,"public class Solution {
    public static void main(String[] args) {
        // code
    }
}","[{""input"": ""2 3"", ""output"": ""5""}]","python,ml,sql,flask,django,api,c,java",medium
Python Problem — 623a,Write a python function to solve a realistic interview challenge. Include edge-case handling and O(n) complexity where possible.,"def solution():
    pass","[{""input"": ""2 3"", ""output"": ""5""}]","python,ml,sql,flask,django,api,c,java",easy
Web Problem — a34f,Write a web function to solve a realistic interview challenge. Include edge-case handling and O(n) complexity where possible.,"public class Solution {
    public static void main(String[] args) {
        // code
    }
}","[{""input"": ""2 3"", ""output"": ""5""}]","web,analytics,pandas,linux,git,deployment,api,backend",medium
Valid Parentheses — DSA #7,Check if the parentheses string is valid. Provide optimal time and space complexity.,"def solve(nums, target=None):
    # implement and return result
    pass

if __name__ == '__main__':
    pass","[{""input"": ""()"", ""output"": ""true""}, {""input"": ""()[]{}"", ""output"": ""true""}, {""input"": ""(]"", ""output"": ""false""}]","['python', 'dsa', 'algorithms', 'logic']",hard
Data Structures Problem — aa57,Write a data structures function to solve a realistic interview challenge. Include edge-case handling and O(n) complexity where possible.,"public class Solution {
    public static void main(String[] args) {
        // code
    }
}","[{""input"": ""2 3"", ""output"": ""5""}]","dsa,algorithm,logic,data structures,arrays,strings,recursion",medium
Dsa Problem — c8c7,Write a dsa function to solve a realistic interview challenge. Include edge-case handling and O(n) complexity where possible.,"public class Solution {
    public static void main(String[] args) {
        // code
    }
}","[{""input"": ""2 3"", ""output"": ""5""}]","dsa,algorithm,logic,data structures,arrays,strings,recursion",medium
Arrays Problem — 8a4c,Write a arrays function to solve a realistic interview challenge. Include edge-case handling and O(n) complexity where possible.,"public class Solution {
    public static void main(String[] args) {
        // code
    }
}","[{""input"": ""2 3"", ""output"": ""5""}]","dsa,algorithm,logic,data structures,arrays,strings,recursion",medium
Sql Problem — 301f,Write a sql function to solve a realistic interview challenge. Include edge-case handling and O(n) complexity where possible.,"public class Solution {
    public static void main(String[] args) {
        // code
    }
}","[{""input"": ""2 3"", ""output"": ""5""}]","python,ml,sql,flask,django,api,c,java",easy
Api Problem — feea,Write a api function to solve a realistic interview challenge. Include edge-case handling and O(n) complexity where possible.,"public class Solution {
    public static void main(String[] args) {
        // code
    }
}","[{""input"": ""2 3"", ""output"": ""5""}]","python,ml,sql,flask,django,api,c,java",medium
Django Problem — 1727,Write a django function to solve a realistic interview challenge. Include edge-case handling and O(n) complexity where possible.,"public class Solution {
    public static void main(String[] args) {
        // code
    }
}","[{""input"": ""2 3"", ""output"": ""5""}]","python,ml,sql,flask,django,api,c,java",easy
Algorithm Problem — 21bd,Write a algorithm function to solve a realistic interview challenge. Include edge-case handling and O(n) complexity where possible.,"public class Solution {
    public static void main(String[] args) {
        // code
    }
}","[{""input"": ""2 3"", ""output"": ""5""}]","dsa,algorithm,logic,data structures,arrays,strings,recursion",hard
Django Problem — cad4,Write a django function to solve a realistic interview challenge. Include edge-case handling and O(n) complexity where possible.,"public class Solution {
    public static void main(String[] args) {
        // code
    }
}","[{""input"": ""2 3"", ""output"": ""5""}]","python,ml,sql,flask,django,api,c,java",easy
Backend Problem — b2ee,Write a backend function to solve a realistic interview challenge. Include edge-case handling and O(n) complexity where possible.,"public class Solution {
    public static void main(String[] args) {
        // code
    }
}","[{""input"": ""2 3"", ""output"": ""5""}]","web,analytics,pandas,linux,git,deployment,api,backend",medium
String Anagram Groups — Python #1,Group anagrams from a list of strings. Aim for idiomatic Python solutions and tests.,"def solve(*args, **kwargs):
    # write your Python implementation here
    pass

if __name__ == '__main__':
    pass","[{""input"": ""eat,tea,tan,ate,nat,bat"", ""output"": ""[ [\""eat\"",\""tea\"",\""ate\""], [\""tan\"",\""nat\""], [\""bat\""] ]""}]","['python', 'oop', 'modules', 'threads', 'regex']",hard
Data Structures Problem — 6da0,Write a data structures function to solve a realistic interview challenge. Include edge-case handling and O(n) complexity where possible.,"public class Solution {
    public static void main(String[] args) {
        // code
    }
}","[{""input"": ""2 3"", ""output"": ""5""}]","dsa,algorithm,logic,data structures,arrays,strings,recursion",easy
C Problem — 6939,Write a c function to solve a realistic interview challenge. Include edge-case handling and O(n) complexity where possible.,"public class Solution {
    public static void main(String[] args) {
        // code
    }
}","[{""input"": ""2 3"", ""output"": ""5""}]","python,ml,sql,flask,django,api,c,java",hard
Api Problem — efcf,Write a api function to solve a realistic interview challenge. Include edge-case handling and O(n) complexity where possible.,"public class Solution {
    public static void main(String[] args) {
        // code
    }
}","[{""input"": ""2 3"", ""output"": ""5""}]","python,ml,sql,flask,django,api,c,java",easy
Java Multithreading — Mixed #4,Design thread-safe producer-consumer using wait/notify. Provide a concise but production-ready solution and edge-case handling.,"public class Solution {
    public static void main(String[] args) {
        // implement
    }
}","[{""input"": ""input sample"", ""output"": ""expected sample""}]","['java', 'multithreading', 'concurrency']",medium
Recursion Problem — c1cf,Write a recursion function to solve a realistic interview challenge. Include edge-case handling and O(n) complexity where possible.,"public class Solution {
    public static void main(String[] args) {
        // code
    }
}","[{""input"": ""2 3"", ""output"": ""5""}]","dsa,algorithm,logic,data structures,arrays,strings,recursion",hard
Api Problem — 923b,Write a api function to solve a realistic interview challenge. Include edge-case handling and O(n) complexity where possible.,"public class Solution {
    public static void main(String[] args) {
        // code
    }
}","[{""input"": ""2 3"", ""output"": ""5""}]","python,ml,sql,flask,django,api,c,java",easy
Api Problem — c667,Write a api function to solve a realistic interview challenge. Include edge-case handling and O(n) complexity where possible.,"public class Solution {
    public static void main(String[] args) {
        // code
    }
}","[{""input"": ""2 3"", ""output"": ""5""}]","web,analytics,pandas,linux,git,deployment,api,backend",medium
Logic Problem — 6707,Write a logic function to solve a realistic interview challenge. Include edge-case handling and O(n) complexity where possible.,"public class Solution {
    public static void main(String[] args) {
        // code
    }
}","[{""input"": ""2 3"", ""output"": ""5""}]","dsa,algorithm,logic,data structures,arrays,strings,recursion",easy
Pandas Problem — fc1f,Write a pandas function to solve a realistic interview challenge. Include edge-case handling and O(n) complexity where possible.,"public class Solution {
    public static void main(String[] args) {
        // code
    }
}","[{""input"": ""2 3"", ""output"": ""5""}]","web,analytics,pandas,linux,git,deployment,api,backend",easy
C Problem — 44ed,Write a c function to solve a realistic interview challenge. Include edge-case handling and O(n) complexity where possible.,"public class Solution {
    public static void main(String[] args) {
        // code
    }
}","[{""input"": ""2 3"", ""output"": ""5""}]","python,ml,sql,flask,django,api,c,java",medium
Logic Problem — ea6b,Write a logic function to solve a realistic interview challenge. Include edge-case handling and O(n) complexity where possible.,"public class Solution {
    public static void main(String[] args) {
        // code
    }
}","[{""input"": ""2 3"", ""output"": ""5""}]","dsa,algorithm,logic,data structures,arrays,strings,recursion",hard
Model Explainability — Data/ML #8,Generate SHAP-style explanations for model predictions. Provide code + explanation and complexity where applicable.,"import pandas as pd
from sklearn.model_selection import train_test_split

def solve(path_to_csv):
    # load and implement
    pass

if __name__ == '__main__':
    pass","[{""input"": ""sample.csv"", ""output"": ""metrics_or_output""}]","['python', 'pandas', 'ml', 'data-engineering', 'sklearn']",easy
Flask Problem — 2e77,Write a flask function to solve a realistic interview challenge. Include edge-case handling and O(n) complexity where possible.,"public class Solution {
    public static void main(String[] args) {
        // code
    }
}","[{""input"": ""2 3"", ""output"": ""5""}]","python,ml,sql,flask,django,api,c,java",medium
Logic Problem — e45c,Write a logic function to solve a realistic interview challenge. Include edge-case handling and O(n) complexity where possible.,"public class Solution {
    public static void main(String[] args) {
        // code
    }
}","[{""input"": ""2 3"", ""output"": ""5""}]","dsa,algorithm,logic,data structures,arrays,strings,recursion",easy
Django Problem — a07f,Write a django function to solve a realistic interview challenge. Include edge-case handling and O(n) complexity where possible.,"public class Solution {
    public static void main(String[] args) {
        // code
    }
}","[{""input"": ""2 3"", ""output"": ""5""}]","python,ml,sql,flask,django,api,c,java",medium
Backend Problem — 24ec,Write a backend function to solve a realistic interview challenge. Include edge-case handling and O(n) complexity where possible.,"public class Solution {
    public static void main(String[] args) {
        // code
    }
}","[{""input"": ""2 3"", ""output"": ""5""}]","web,analytics,pandas,linux,git,deployment,api,backend",easy
Recursion Problem — 60da,Write a recursion function to solve a realistic interview challenge. Include edge-case handling and O(n) complexity where possible.,"public class Solution {
    public static void main(String[] args) {
        // code
    }
}","[{""input"": ""2 3"", ""output"": ""5""}]","dsa,algorithm,logic,data structures,arrays,strings,recursion",medium
Api Problem — 16f5,Write a api function to solve a realistic interview challenge. Include edge-case handling and O(n) complexity where possible.,"public class Solution {
    public static void main(String[] args) {
        // code
    }
}","[{""input"": ""2 3"", ""output"": ""5""}]","python,ml,sql,flask,django,api,c,java",easy
Dsa Problem — 12e0,Write a dsa function to solve a realistic interview challenge. Include edge-case handling and O(n) complexity where possible.,"public class Solution {
    public static void main(String[] args) {
        // code
    }
}","[{""input"": ""2 3"", ""output"": ""5""}]","dsa,algorithm,logic,data structures,arrays,strings,recursion",hard
Flask Problem — 59c5,Write a flask function to solve a realistic interview challenge. Include edge-case handling and O(n) complexity where possible.,"public class Solution {
    public static void main(String[] args) {
        // code
    }
}","[{""input"": ""2 3"", ""output"": ""5""}]","python,ml,sql,flask,django,api,c,java",medium
Sql Problem — de4f,Write a sql function to solve a realistic interview challenge. Include edge-case handling and O(n) complexity where possible.,"public class Solution {
    public static void main(String[] args) {
        // code
    }
}","[{""input"": ""2 3"", ""output"": ""5""}]","python,ml,sql,flask,django,api,c,java",easy
Strings Problem — 2782,Write a strings function to solve a realistic interview challenge. Include edge-case handling and O(n) complexity where possible.,"public class Solution {
    public static void main(String[] args) {
        // code
    }
}","[{""input"": ""2 3"", ""output"": ""5""}]","dsa,algorithm,logic,data structures,arrays,strings,recursion",hard
Git Problem — 7ddb,Write a git function to solve a realistic interview challenge. Include edge-case handling and O(n) complexity where possible.,"public class Solution {
    public static void main(String[] args) {
        // code
    }
}","[{""input"": ""2 3"", ""output"": ""5""}]","web,analytics,pandas,linux,git,deployment,api,backend",medium
Python Problem — ecc9,Write a python function to solve a realistic interview challenge. Include edge-case handling and O(n) complexity where possible.,"def solution():
    pass","[{""input"": ""2 3"", ""output"": ""5""}]","python,ml,sql,flask,django,api,c,java",easy
Webhook Consumer — Web/Backend #8,"Design webhook consumer that handles duplicates and retries. Focus on correctness, security and edge cases.","/* backend skeleton */
// implement service logic
","[{""input"": ""sample input"", ""output"": ""expected output""}]","['web', 'backend', 'design']",hard
Django Problem — b696,Write a django function to solve a realistic interview challenge. Include edge-case handling and O(n) complexity where possible.,"public class Solution {
    public static void main(String[] args) {
        // code
    }
}","[{""input"": ""2 3"", ""output"": ""5""}]","python,ml,sql,flask,django,api,c,java",hard
Sql Problem — f56d,Write a sql function to solve a realistic interview challenge. Include edge-case handling and O(n) complexity where possible.,"public class Solution {
    public static void main(String[] args) {
        // code
    }
}","[{""input"": ""2 3"", ""output"": ""5""}]","python,ml,sql,flask,django,api,c,java",medium
Detect Cycle in Linked List — DSA #3,"Given head of a linked list, return true if there is a cycle. Provide optimal time and space complexity.","def solve(nums, target=None):
    # implement and return result
    pass

if __name__ == '__main__':
    pass","[{""input"": ""1->2->3->4->2"", ""output"": ""true""}, {""input"": ""1->2->3->4"", ""output"": ""false""}]","['python', 'dsa', 'algorithms', 'logic']",medium
Algorithm Problem — f186,Write a algorithm function to solve a realistic interview challenge. Include edge-case handling and O(n) complexity where possible.,"public class Solution {
    public static void main(String[] args) {
        // code
    }
}","[{""input"": ""2 3"", ""output"": ""5""}]","dsa,algorithm,logic,data structures,arrays,strings,recursion",hard
Algorithm Problem — b4f7,Write a algorithm function to solve a realistic interview challenge. Include edge-case handling and O(n) complexity where possible.,"public class Solution {
    public static void main(String[] args) {
        // code
    }
}","[{""input"": ""2 3"", ""output"": ""5""}]","dsa,algorithm,logic,data structures,arrays,strings,recursion",easy
Recursion Problem — 5583,Write a recursion function to solve a realistic interview challenge. Include edge-case handling and O(n) complexity where possible.,"public class Solution {
    public static void main(String[] args) {
        // code
    }
}","[{""input"": ""2 3"", ""output"": ""5""}]","dsa,algorithm,logic,data structures,arrays,strings,recursion",easy
Logic Problem — 146f,Write a logic function to solve a realistic interview challenge. Include edge-case handling and O(n) complexity where possible.,"public class Solution {
    public static void main(String[] args) {
        // code
    }
}","[{""input"": ""2 3"", ""output"": ""5""}]","dsa,algorithm,logic,data structures,arrays,strings,recursion",medium
Data Structures Problem — ea95,Write a data structures function to solve a realistic interview challenge. Include edge-case handling and O(n) complexity where possible.,"public class Solution {
    public static void main(String[] args) {
        // code
    }
}","[{""input"": ""2 3"", ""output"": ""5""}]","dsa,algorithm,logic,data structures,arrays,strings,recursion",medium
Dsa Problem — adde,Write a dsa function to solve a realistic interview challenge. Include edge-case handling and O(n) complexity where possible.,"public class Solution {
    public static void main(String[] args) {
        // code
    }
}","[{""input"": ""2 3"", ""output"": ""5""}]","dsa,algorithm,logic,data structures,arrays,strings,recursion",medium
Dsa Problem — 10a8,Write a dsa function to solve a realistic interview challenge. Include edge-case handling and O(n) complexity where possible.,"public class Solution {
    public static void main(String[] args) {
        // code
    }
}","[{""input"": ""2 3"", ""output"": ""5""}]","dsa,algorithm,logic,data structures,arrays,strings,recursion",medium
Ml Problem — f680,Write a ml function to solve a realistic interview challenge. Include edge-case handling and O(n) complexity where possible.,"public class Solution {
    public static void main(String[] args) {
        // code
    }
}","[{""input"": ""2 3"", ""output"": ""5""}]","python,ml,sql,flask,django,api,c,java",medium
Arrays Problem — 49e8,Write a arrays function to solve a realistic interview challenge. Include edge-case handling and O(n) complexity where possible.,"public class Solution {
    public static void main(String[] args) {
        // code
    }
}","[{""input"": ""2 3"", ""output"": ""5""}]","dsa,algorithm,logic,data structures,arrays,strings,recursion",easy
Strings Problem — 4c8b,Write a strings function to solve a realistic interview challenge. Include edge-case handling and O(n) complexity where possible.,"public class Solution {
    public static void main(String[] args) {
        // code
    }
}","[{""input"": ""2 3"", ""output"": ""5""}]","dsa,algorithm,logic,data structures,arrays,strings,recursion",hard
Anomaly Detection — Data/ML #10,Implement simple statistical anomaly detector for sensor data. Provide code + explanation and complexity where applicable.,"import pandas as pd
from sklearn.model_selection import train_test_split

def solve(path_to_csv):
    # load and implement
    pass

if __name__ == '__main__':
    pass","[{""input"": ""sample.csv"", ""output"": ""metrics_or_output""}]","['python', 'pandas', 'ml', 'data-engineering', 'sklearn']",hard
Algorithm Problem — 7554,Write a algorithm function to solve a realistic interview challenge. Include edge-case handling and O(n) complexity where possible.,"public class Solution {
    public static void main(String[] args) {
        // code
    }
}","[{""input"": ""2 3"", ""output"": ""5""}]","dsa,algorithm,logic,data structures,arrays,strings,recursion",easy
Sql Problem — 6ba2,Write a sql function to solve a realistic interview challenge. Include edge-case handling and O(n) complexity where possible.,"public class Solution {
    public static void main(String[] args) {
        // code
    }
}","[{""input"": ""2 3"", ""output"": ""5""}]","python,ml,sql,flask,django,api,c,java",medium
Cross-language RPC — Mixed #10,Design and implement a simple JSON-RPC spec for service-to-service calls. Provide a concise but production-ready solution and edge-case handling.,"// pseudo code for integration
// SQL + API
","[{""input"": ""input sample"", ""output"": ""expected sample""}]","['sql', 'api', 'integration']",medium
Algorithm Problem — 8dad,Write a algorithm function to solve a realistic interview challenge. Include edge-case handling and O(n) complexity where possible.,"public class Solution {
    public static void main(String[] args) {
        // code
    }
}","[{""input"": ""2 3"", ""output"": ""5""}]","dsa,algorithm,logic,data structures,arrays,strings,recursion",easy
Analytics Problem — 5ed4,Write a analytics function to solve a realistic interview challenge. Include edge-case handling and O(n) complexity where possible.,"public class Solution {
    public static void main(String[] args) {
        // code
    }
}","[{""input"": ""2 3"", ""output"": ""5""}]","web,analytics,pandas,linux,git,deployment,api,backend",hard
Recursion Problem — 94e8,Write a recursion function to solve a realistic interview challenge. Include edge-case handling and O(n) complexity where possible.,"public class Solution {
    public static void main(String[] args) {
        // code
    }
}","[{""input"": ""2 3"", ""output"": ""5""}]","dsa,algorithm,logic,data structures,arrays,strings,recursion",medium
Strings Problem — 78dd,Write a strings function to solve a realistic interview challenge. Include edge-case handling and O(n) complexity where possible.,"public class Solution {
    public static void main(String[] args) {
        // code
    }
}","[{""input"": ""2 3"", ""output"": ""5""}]","dsa,algorithm,logic,data structures,arrays,strings,recursion",medium
Algorithm Problem — 010e,Write a algorithm function to solve a realistic interview challenge. Include edge-case handling and O(n) complexity where possible.,"public class Solution {
    public static void main(String[] args) {
        // code
    }
}","[{""input"": ""2 3"", ""output"": ""5""}]","dsa,algorithm,logic,data structures,arrays,strings,recursion",medium
Algorithm Problem — 960b,Write a algorithm function to solve a realistic interview challenge. Include edge-case handling and O(n) complexity where possible.,"public class Solution {
    public static void main(String[] args) {
        // code
    }
}","[{""input"": ""2 3"", ""output"": ""5""}]","dsa,algorithm,logic,data structures,arrays,strings,recursion",easy
Recursion Problem — 32a6,Write a recursion function to solve a realistic interview challenge. Include edge-case handling and O(n) complexity where possible.,"public class Solution {
    public static void main(String[] args) {
        // code
    }
}","[{""input"": ""2 3"", ""output"": ""5""}]","dsa,algorithm,logic,data structures,arrays,strings,recursion",easy
Data Structures Problem — ac6c,Write a data structures function to solve a realistic interview challenge. Include edge-case handling and O(n) complexity where possible.,"public class Solution {
    public static void main(String[] args) {
        // code
    }
}","[{""input"": ""2 3"", ""output"": ""5""}]","dsa,algorithm,logic,data structures,arrays,strings,recursion",medium
Java Problem — 677c,Write a java function to solve a realistic interview challenge. Include edge-case handling and O(n) complexity where possible.,"public class Solution {
    public static void main(String[] args) {
        // code
    }
}","[{""input"": ""2 3"", ""output"": ""5""}]","python,ml,sql,flask,django,api,c,java",easy
Python Problem — 8df4,Write a python function to solve a realistic interview challenge. Include edge-case handling and O(n) complexity where possible.,"def solution():
    pass","[{""input"": ""2 3"", ""output"": ""5""}]","python,ml,sql,flask,django,api,c,java",easy
Strings Problem — 7dfd,Write a strings function to solve a realistic interview challenge. Include edge-case handling and O(n) complexity where possible.,"public class Solution {
    public static void main(String[] args) {
        // code
    }
}","[{""input"": ""2 3"", ""output"": ""5""}]","dsa,algorithm,logic,data structures,arrays,strings,recursion",medium
Backend Problem — 7b94,Write a backend function to solve a realistic interview challenge. Include edge-case handling and O(n) complexity where possible.,"public class Solution {
    public static void main(String[] args) {
        // code
    }
}","[{""input"": ""2 3"", ""output"": ""5""}]","web,analytics,pandas,linux,git,deployment,api,backend",medium
Linux Problem — 75ae,Write a linux function to solve a realistic interview challenge. Include edge-case handling and O(n) complexity where possible.,"public class Solution {
    public static void main(String[] args) {
        // code
    }
}","[{""input"": ""2 3"", ""output"": ""5""}]","web,analytics,pandas,linux,git,deployment,api,backend",medium
Web Problem — 1917,Write a web function to solve a realistic interview challenge. Include edge-case handling and O(n) complexity where possible.,"public class Solution {
    public static void main(String[] args) {
        // code
    }
}","[{""input"": ""2 3"", ""output"": ""5""}]","web,analytics,pandas,linux,git,deployment,api,backend",easy
Deployment Problem — 2d12,Write a deployment function to solve a realistic interview challenge. Include edge-case handling and O(n) complexity where possible.,"public class Solution {
    public static void main(String[] args) {
        // code
    }
}","[{""input"": ""2 3"", ""output"": ""5""}]","web,analytics,pandas,linux,git,deployment,api,backend",easy
Strings Problem — 16f5,Write a strings function to solve a realistic interview challenge. Include edge-case handling and O(n) complexity where possible.,"public class Solution {
    public static void main(String[] args) {
        // code
    }
}","[{""input"": ""2 3"", ""output"": ""5""}]","dsa,algorithm,logic,data structures,arrays,strings,recursion",easy
Arrays Problem — f009,Write a arrays function to solve a realistic interview challenge. Include edge-case handling and O(n) complexity where possible.,"public class Solution {
    public static void main(String[] args) {
        // code
    }
}","[{""input"": ""2 3"", ""output"": ""5""}]","dsa,algorithm,logic,data structures,arrays,strings,recursion",medium
